Sunshine Airport,2:20.203,150cc,Shrooms
Sunshine Airport,2:21.067,150cc,Shrooms
Sunshine Airport,2:21.171,150cc,Shrooms
Dolphin Shoals,2:03.967,150cc,Shrooms
Dolphin Shoals,2:04.067,150cc,Shrooms
Dolphin Shoals,2:05.620,150cc,Shrooms
Dolphin Shoals,2:05.720,150cc,Shrooms
Dolphin Shoals,2:07.430,150cc,Shrooms
Dolphin Shoals,2:08.043,150cc,Shrooms
Dolphin Shoals,2:09.095,150cc,Shrooms
Dolphin Shoals,2:09.250,150cc,Shrooms
Dolphin Shoals,2:10.247,150cc,Shrooms
Dolphin Shoals,2:10.446,150cc,Shrooms
Dolphin Shoals,2:11.056,150cc,Shrooms
Dolphin Shoals,2:11.945,150cc,Shrooms
Dolphin Shoals,2:12.400,150cc,Shrooms
Dolphin Shoals,2:12.586,150cc,Shrooms
Electrodrome,2:01.915,150cc,Shrooms
Electrodrome,2:04.423,150cc,Shrooms
Electrodrome,2:05.999,150cc,Shrooms
Electrodrome,2:06.786,150cc,Shrooms
Electrodrome,2:08.846,150cc,Shrooms
Electrodrome,2:09.337,150cc,Shrooms
Electrodrome,2:09.623,150cc,Shrooms
Mount Wario,1:51.090,150cc,Shrooms
Mount Wario,1:51.528,150cc,Shrooms
Mount Wario,1:53.330,150cc,Shrooms
Mount Wario,1:54.448,150cc,Shrooms
Mount Wario,1:54.763,150cc,Shrooms
Mount Wario,1:55.321,150cc,Shrooms
Mount Wario,1:55.649,150cc,Shrooms
Cloudtop Cruise,2:08.602,150cc,Shrooms
Cloudtop Cruise,2:08.702,150cc,Shrooms
Cloudtop Cruise,2:10.932,150cc,Shrooms
Cloudtop Cruise,2:11.862,150cc,Shrooms
Cloudtop Cruise,2:14.076,150cc,Shrooms
Cloudtop Cruise,2:14.176,150cc,Shrooms
Cloudtop Cruise,2:15.555,150cc,Shrooms
Cloudtop Cruise,2:15.655,150cc,Shrooms
Cloudtop Cruise,2:16.582,150cc,Shrooms
Cloudtop Cruise,2:18.963,150cc,Shrooms
Cloudtop Cruise,2:19.969,150cc,Shrooms
Cloudtop Cruise,2:23.579,150cc,Shrooms
Cloudtop Cruise,2:23.853,150cc,Shrooms
Bone-Dry Dunes,1:50.573,150cc,Shrooms
Bone-Dry Dunes,1:52.813,150cc,Shrooms
Bone-Dry Dunes,1:53.520,150cc,Shrooms
Bone-Dry Dunes,1:54.318,150cc,Shrooms
Bone-Dry Dunes,1:55.010,150cc,Shrooms
Bone-Dry Dunes,1:55.647,150cc,Shrooms
Bone-Dry Dunes,1:58.483,150cc,Shrooms
Bone-Dry Dunes,1:59.684,150cc,Shrooms
Bone-Dry Dunes,2:00.202,150cc,Shrooms
Bowser's Castle,2:02.680,150cc,Shrooms
Bowser's Castle,2:02.780,150cc,Shrooms
Bowser's Castle,2:05.329,150cc,Shrooms
Bowser's Castle,2:07.948,150cc,Shrooms
Bowser's Castle,2:08.632,150cc,Shrooms
Bowser's Castle,2:09.594,150cc,Shrooms
Bowser's Castle,2:11.549,150cc,Shrooms
Bowser's Castle,2:13.313,150cc,Shrooms
Bowser's Castle,2:14.214,150cc,Shrooms
Bowser's Castle,2:14.599,150cc,Shrooms
Rainbow Road,2:07.267,150cc,Shrooms
Rainbow Road,2:08.940,150cc,Shrooms
Rainbow Road,2:09.136,150cc,Shrooms
Rainbow Road,2:09.693,150cc,Shrooms
Rainbow Road,2:13.771,150cc,Shrooms
Rainbow Road,2:14.346,150cc,Shrooms
Rainbow Road,2:15.595,150cc,Shrooms
Rainbow Road,2:16.266,150cc,Shrooms
Rainbow Road,2:16.867,150cc,Shrooms
Rainbow Road,2:17.347,150cc,Shrooms
Rainbow Road,2:17.965,150cc,Shrooms
Rainbow Road,2:20.281,150cc,Shrooms
Rainbow Road,2:21.403,150cc,Shrooms
Rainbow Road,2:21.503,150cc,Shrooms
Wii Moo Moo Meadows,1:30.734,150cc,Shrooms
Wii Moo Moo Meadows,1:31.989,150cc,Shrooms
Wii Moo Moo Meadows,1:32.706,150cc,Shrooms
Wii Moo Moo Meadows,1:33.970,150cc,Shrooms
Wii Moo Moo Meadows,1:34.410,150cc,Shrooms
Wii Moo Moo Meadows,1:34.794,150cc,Shrooms
Wii Moo Moo Meadows,1:36.304,150cc,Shrooms
Wii Moo Moo Meadows,1:37.997,150cc,Shrooms
Wii Moo Moo Meadows,1:38.214,150cc,Shrooms
Wii Moo Moo Meadows,1:39.350,150cc,Shrooms
Wii Moo Moo Meadows,1:40.297,150cc,Shrooms
Wii Moo Moo Meadows,1:41.002,150cc,Shrooms
GBA Mario Circuit,1:30.594,150cc,Shrooms
GBA Mario Circuit,1:31.542,150cc,Shrooms
GBA Mario Circuit,1:31.831,150cc,Shrooms
GBA Mario Circuit,1:31.931,150cc,Shrooms
GBA Mario Circuit,1:33.014,150cc,Shrooms
GBA Mario Circuit,1:33.328,150cc,Shrooms
GBA Mario Circuit,1:34.411,150cc,Shrooms
GBA Mario Circuit,1:37.842,150cc,Shrooms
GBA Mario Circuit,1:39.601,150cc,Shrooms
GBA Mario Circuit,1:39.766,150cc,Shrooms
GBA Mario Circuit,1:39.866,150cc,Shrooms
GBA Mario Circuit,1:40.033,150cc,Shrooms
GBA Mario Circuit,1:41.854,150cc,Shrooms
GBA Mario Circuit,1:43.264,150cc,Shrooms
DS Cheep Cheep Beach,1:49.336,150cc,Shrooms
DS Cheep Cheep Beach,1:49.543,150cc,Shrooms
DS Cheep Cheep Beach,1:49.887,150cc,Shrooms
DS Cheep Cheep Beach,1:50.393,150cc,Shrooms
DS Cheep Cheep Beach,1:51.222,150cc,Shrooms
N64 Toad's Turnpike,1:51.919,150cc,Shrooms
N64 Toad's Turnpike,1:52.721,150cc,Shrooms
N64 Toad's Turnpike,1:53.239,150cc,Shrooms
N64 Toad's Turnpike,1:54.259,150cc,Shrooms
N64 Toad's Turnpike,1:54.823,150cc,Shrooms
N64 Toad's Turnpike,1:57.120,150cc,Shrooms
GCN Dry Dry Desert,2:01.302,150cc,Shrooms
GCN Dry Dry Desert,2:02.100,150cc,Shrooms
GCN Dry Dry Desert,2:04.187,150cc,Shrooms
GCN Dry Dry Desert,2:06.042,150cc,Shrooms
GCN Dry Dry Desert,2:08.882,150cc,Shrooms
GCN Dry Dry Desert,2:10.784,150cc,Shrooms
GCN Dry Dry Desert,2:10.884,150cc,Shrooms
SNES Donut Plains 3,1:23.920,150cc,Shrooms
SNES Donut Plains 3,1:24.618,150cc,Shrooms
SNES Donut Plains 3,1:26.672,150cc,Shrooms
SNES Donut Plains 3,1:28.744,150cc,Shrooms
SNES Donut Plains 3,1:29.011,150cc,Shrooms
SNES Donut Plains 3,1:29.538,150cc,Shrooms
SNES Donut Plains 3,1:32.294,150cc,Shrooms
SNES Donut Plains 3,1:33.268,150cc,Shrooms
SNES Donut Plains 3,1:33.494,150cc,Shrooms
SNES Donut Plains 3,1:40.422,150cc,Shrooms
SNES Donut Plains 3,1:40.575,150cc,Shrooms
SNES Donut Plains 3,1:41.032,150cc,Shrooms
SNES Donut Plains 3,1:41.393,150cc,Shrooms
SNES Donut Plains 3,1:42.167,150cc,Shrooms
N64 Royal Raceway,1:59.620,150cc,Shrooms
N64 Royal Raceway,1:59.722,150cc,Shrooms
N64 Royal Raceway,2:02.903,150cc,Shrooms
N64 Royal Raceway,2:03.112,150cc,Shrooms
N64 Royal Raceway,2:04.917,150cc,Shrooms
N64 Royal Raceway,2:08.476,150cc,Shrooms
N64 Royal Raceway,2:09.737,150cc,Shrooms
N64 Royal Raceway,2:12.266,150cc,Shrooms
N64 Royal Raceway,2:13.329,150cc,Shrooms
N64 Royal Raceway,2:14.788,150cc,Shrooms
N64 Royal Raceway,2:17.001,150cc,Shrooms
N64 Royal Raceway,2:18.882,150cc,Shrooms
N64 Royal Raceway,2:20.238,150cc,Shrooms
N64 Royal Raceway,2:21.719,150cc,Shrooms
3DS DK Jungle,2:07.064,150cc,Shrooms
3DS DK Jungle,2:07.753,150cc,Shrooms
3DS DK Jungle,2:07.952,150cc,Shrooms
3DS DK Jungle,2:09.086,150cc,Shrooms
3DS DK Jungle,2:11.269,150cc,Shrooms
3DS DK Jungle,2:11.391,150cc,Shrooms
3DS DK Jungle,2:12.065,150cc,Shrooms
3DS DK Jungle,2:12.421,150cc,Shrooms
3DS DK Jungle,2:13.091,150cc,Shrooms
DS Wario Stadium,1:57.080,150cc,Shrooms
DS Wario Stadium,1:57.259,150cc,Shrooms
DS Wario Stadium,1:58.963,150cc,Shrooms
DS Wario Stadium,2:00.259,150cc,Shrooms
DS Wario Stadium,2:02.231,150cc,Shrooms
DS Wario Stadium,2:05.431,150cc,Shrooms
DS Wario Stadium,2:05.779,150cc,Shrooms
DS Wario Stadium,2:05.879,150cc,Shrooms
DS Wario Stadium,2:06.470,150cc,Shrooms
DS Wario Stadium,2:08.206,150cc,Shrooms
DS Wario Stadium,2:09.195,150cc,Shrooms
GCN Sherbet Land,1:54.778,150cc,Shrooms
GCN Sherbet Land,2:02.907,150cc,Shrooms
GCN Sherbet Land,2:03.007,150cc,Shrooms
GCN Sherbet Land,2:03.781,150cc,Shrooms
GCN Sherbet Land,2:04.816,150cc,Shrooms
GCN Sherbet Land,2:05.385,150cc,Shrooms
GCN Sherbet Land,2:06.664,150cc,Shrooms
GCN Sherbet Land,2:07.114,150cc,Shrooms
GCN Sherbet Land,2:07.529,150cc,Shrooms
3DS Music Park,2:00.136,150cc,Shrooms
3DS Music Park,2:00.307,150cc,Shrooms
3DS Music Park,2:01.216,150cc,Shrooms
3DS Music Park,2:01.984,150cc,Shrooms
3DS Music Park,2:02.534,150cc,Shrooms
3DS Music Park,2:03.204,150cc,Shrooms
N64 Yoshi Valley,2:03.867,150cc,Shrooms
N64 Yoshi Valley,2:05.930,150cc,Shrooms
N64 Yoshi Valley,2:06.030,150cc,Shrooms
N64 Yoshi Valley,2:06.146,150cc,Shrooms
N64 Yoshi Valley,2:06.334,150cc,Shrooms
N64 Yoshi Valley,2:07.401,150cc,Shrooms
N64 Yoshi Valley,2:08.345,150cc,Shrooms
N64 Yoshi Valley,2:08.898,150cc,Shrooms
N64 Yoshi Valley,2:09.088,150cc,Shrooms
N64 Yoshi Valley,2:09.188,150cc,Shrooms
DS Tick-Tock Clock,1:49.982,150cc,Shrooms
DS Tick-Tock Clock,1:52.445,150cc,Shrooms
DS Tick-Tock Clock,1:52.545,150cc,Shrooms
DS Tick-Tock Clock,1:52.918,150cc,Shrooms
DS Tick-Tock Clock,1:55.637,150cc,Shrooms
DS Tick-Tock Clock,1:55.790,150cc,Shrooms
DS Tick-Tock Clock,1:57.655,150cc,Shrooms
DS Tick-Tock Clock,2:00.179,150cc,Shrooms
DS Tick-Tock Clock,2:00.389,150cc,Shrooms
3DS Piranha Plant Slide,2:02.524,150cc,Shrooms
3DS Piranha Plant Slide,2:02.812,150cc,Shrooms
3DS Piranha Plant Slide,2:02.912,150cc,Shrooms
3DS Piranha Plant Slide,2:03.800,150cc,Shrooms
3DS Piranha Plant Slide,2:04.958,150cc,Shrooms
3DS Piranha Plant Slide,2:06.777,150cc,Shrooms
3DS Piranha Plant Slide,2:07.586,150cc,Shrooms
3DS Piranha Plant Slide,2:08.669,150cc,Shrooms
3DS Piranha Plant Slide,2:10.008,150cc,Shrooms
3DS Piranha Plant Slide,2:10.930,150cc,Shrooms
3DS Piranha Plant Slide,2:11.101,150cc,Shrooms
3DS Piranha Plant Slide,2:11.201,150cc,Shrooms
Wii Grumble Volcano,1:59.367,150cc,Shrooms
Wii Grumble Volcano,2:00.843,150cc,Shrooms
Wii Grumble Volcano,2:00.943,150cc,Shrooms
Wii Grumble Volcano,2:01.117,150cc,Shrooms
Wii Grumble Volcano,2:01.757,150cc,Shrooms
Wii Grumble Volcano,2:02.646,150cc,Shrooms
N64 Rainbow Road,1:24.896,150cc,Shrooms
N64 Rainbow Road,1:27.607,150cc,Shrooms
N64 Rainbow Road,1:27.940,150cc,Shrooms
N64 Rainbow Road,1:28.936,150cc,Shrooms
N64 Rainbow Road,1:29.214,150cc,Shrooms
N64 Rainbow Road,1:29.791,150cc,Shrooms
N64 Rainbow Road,1:29.891,150cc,Shrooms
N64 Rainbow Road,1:29.997,150cc,Shrooms
N64 Rainbow Road,1:32.365,150cc,Shrooms
N64 Rainbow Road,1:32.619,150cc,Shrooms
GCN Yoshi Circuit,1:50.408,150cc,Shrooms
GCN Yoshi Circuit,1:50.931,150cc,Shrooms
GCN Yoshi Circuit,1:52.197,150cc,Shrooms
GCN Yoshi Circuit,1:52.837,150cc,Shrooms
GCN Yoshi Circuit,1:54.739,150cc,Shrooms
Excitebike Arena,1:46.183,150cc,Shrooms
Excitebike Arena,1:46.903,150cc,Shrooms
Excitebike Arena,1:48.888,150cc,Shrooms
Excitebike Arena,1:49.664,150cc,Shrooms
Excitebike Arena,1:50.683,150cc,Shrooms
Excitebike Arena,1:50.918,150cc,Shrooms
Excitebike Arena,1:52.318,150cc,Shrooms
Excitebike Arena,1:55.072,150cc,Shrooms
Excitebike Arena,1:55.192,150cc,Shrooms
Excitebike Arena,1:58.970,150cc,Shrooms
Excitebike Arena,1:59.070,150cc,Shrooms
Excitebike Arena,1:59.170,150cc,Shrooms
Excitebike Arena,2:00.310,150cc,Shrooms
Dragon Driftway,1:45.584,150cc,Shrooms
Dragon Driftway,1:46.247,150cc,Shrooms
Dragon Driftway,1:46.347,150cc,Shrooms
Dragon Driftway,1:47.185,150cc,Shrooms
Dragon Driftway,1:49.715,150cc,Shrooms
Dragon Driftway,1:50.487,150cc,Shrooms
Dragon Driftway,1:50.710,150cc,Shrooms
Dragon Driftway,1:54.783,150cc,Shrooms
Dragon Driftway,1:56.379,150cc,Shrooms
Dragon Driftway,1:58.271,150cc,Shrooms
Dragon Driftway,2:00.958,150cc,Shrooms
Dragon Driftway,2:02.741,150cc,Shrooms
Dragon Driftway,2:03.791,150cc,Shrooms
Mute City,1:57.357,150cc,Shrooms
Mute City,2:03.342,150cc,Shrooms
Mute City,2:03.505,150cc,Shrooms
Mute City,2:04.742,150cc,Shrooms
Mute City,2:05.042,150cc,Shrooms
Mute City,2:05.897,150cc,Shrooms
Mute City,2:07.057,150cc,Shrooms
Wii Wario's Gold Mine,2:06.348,150cc,Shrooms
Wii Wario's Gold Mine,2:07.494,150cc,Shrooms
Wii Wario's Gold Mine,2:08.325,150cc,Shrooms
Wii Wario's Gold Mine,2:09.561,150cc,Shrooms
Wii Wario's Gold Mine,2:09.962,150cc,Shrooms
Wii Wario's Gold Mine,2:12.813,150cc,Shrooms
Wii Wario's Gold Mine,2:13.502,150cc,Shrooms
SNES Rainbow Road,1:32.501,150cc,Shrooms
SNES Rainbow Road,1:33.057,150cc,Shrooms
SNES Rainbow Road,1:33.463,150cc,Shrooms
SNES Rainbow Road,1:33.931,150cc,Shrooms
SNES Rainbow Road,1:35.679,150cc,Shrooms
SNES Rainbow Road,1:37.709,150cc,Shrooms
SNES Rainbow Road,1:38.839,150cc,Shrooms
SNES Rainbow Road,1:39.773,150cc,Shrooms
SNES Rainbow Road,1:40.503,150cc,Shrooms
SNES Rainbow Road,1:41.995,150cc,Shrooms
SNES Rainbow Road,1:42.164,150cc,Shrooms
Ice Ice Outpost,1:51.076,150cc,Shrooms
Ice Ice Outpost,1:51.872,150cc,Shrooms
Ice Ice Outpost,1:52.322,150cc,Shrooms
Ice Ice Outpost,1:52.992,150cc,Shrooms
Ice Ice Outpost,1:53.307,150cc,Shrooms
Ice Ice Outpost,1:53.951,150cc,Shrooms
Ice Ice Outpost,1:54.051,150cc,Shrooms
Ice Ice Outpost,1:54.151,150cc,Shrooms
Ice Ice Outpost,1:56.115,150cc,Shrooms
Hyrule Circuit,1:54.368,150cc,Shrooms
Hyrule Circuit,1:54.586,150cc,Shrooms
Hyrule Circuit,1:55.467,150cc,Shrooms
Hyrule Circuit,1:57.234,150cc,Shrooms
Hyrule Circuit,1:59.584,150cc,Shrooms
Hyrule Circuit,1:59.871,150cc,Shrooms
Hyrule Circuit,2:00.083,150cc,Shrooms
Hyrule Circuit,2:01.322,150cc,Shrooms
Hyrule Circuit,2:02.844,150cc,Shrooms
Hyrule Circuit,2:03.175,150cc,Shrooms
Hyrule Circuit,2:03.275,150cc,Shrooms
Hyrule Circuit,2:04.721,150cc,Shrooms
GCN Baby Park,1:12.625,150cc,Shrooms
GCN Baby Park,1:16.130,150cc,Shrooms
GCN Baby Park,1:17.600,150cc,Shrooms
GCN Baby Park,1:17.789,150cc,Shrooms
GCN Baby Park,1:18.007,150cc,Shrooms
GCN Baby Park,1:20.513,150cc,Shrooms
GCN Baby Park,1:21.345,150cc,Shrooms
GCN Baby Park,1:22.493,150cc,Shrooms
GCN Baby Park,1:23.628,150cc,Shrooms
GBA Cheese Land,1:49.147,150cc,Shrooms
GBA Cheese Land,1:49.895,150cc,Shrooms
GBA Cheese Land,1:50.912,150cc,Shrooms
GBA Cheese Land,1:51.505,150cc,Shrooms
GBA Cheese Land,1:52.901,150cc,Shrooms
Wild Woods,1:51.041,150cc,Shrooms
Wild Woods,1:51.337,150cc,Shrooms
Wild Woods,1:52.135,150cc,Shrooms
Wild Woods,1:52.277,150cc,Shrooms
Wild Woods,1:52.692,150cc,Shrooms
Wild Woods,1:54.965,150cc,Shrooms
Wild Woods,1:56.953,150cc,Shrooms
Wild Woods,1:58.734,150cc,Shrooms
Wild Woods,1:58.834,150cc,Shrooms
Wild Woods,2:01.390,150cc,Shrooms
Animal Crossing,1:41.679,150cc,Shrooms
Animal Crossing,1:41.779,150cc,Shrooms
Animal Crossing,1:43.583,150cc,Shrooms
Animal Crossing,1:43.812,150cc,Shrooms
Animal Crossing,1:44.693,150cc,Shrooms
Animal Crossing,1:45.321,150cc,Shrooms
Animal Crossing,1:48.033,150cc,Shrooms
Animal Crossing,1:48.932,150cc,Shrooms
3DS Neo Bowser City,1:50.204,150cc,Shrooms
3DS Neo Bowser City,1:51.381,150cc,Shrooms
3DS Neo Bowser City,1:52.761,150cc,Shrooms
3DS Neo Bowser City,1:53.306,150cc,Shrooms
3DS Neo Bowser City,1:55.688,150cc,Shrooms
3DS Neo Bowser City,1:56.399,150cc,Shrooms
3DS Neo Bowser City,1:56.499,150cc,Shrooms
3DS Neo Bowser City,1:57.471,150cc,Shrooms
3DS Neo Bowser City,1:57.873,150cc,Shrooms
3DS Neo Bowser City,1:58.096,150cc,Shrooms
3DS Neo Bowser City,1:58.196,150cc,Shrooms
3DS Neo Bowser City,1:58.500,150cc,Shrooms
3DS Neo Bowser City,2:00.258,150cc,Shrooms
GBA Ribbon Road,1:53.179,150cc,Shrooms
GBA Ribbon Road,1:55.684,150cc,Shrooms
GBA Ribbon Road,1:56.274,150cc,Shrooms
GBA Ribbon Road,1:57.037,150cc,Shrooms
GBA Ribbon Road,1:57.435,150cc,Shrooms
GBA Ribbon Road,1:57.722,150cc,Shrooms
GBA Ribbon Road,1:58.178,150cc,Shrooms
GBA Ribbon Road,1:58.822,150cc,Shrooms
GBA Ribbon Road,2:00.156,150cc,Shrooms
GBA Ribbon Road,2:00.366,150cc,Shrooms
GBA Ribbon Road,2:02.350,150cc,Shrooms
GBA Ribbon Road,2:02.759,150cc,Shrooms
GBA Ribbon Road,2:02.859,150cc,Shrooms
Super Bell Subway,1:49.643,150cc,Shrooms
Super Bell Subway,1:50.291,150cc,Shrooms
Super Bell Subway,1:51.181,150cc,Shrooms
Super Bell Subway,1:52.242,150cc,Shrooms
Super Bell Subway,1:55.727,150cc,Shrooms
Super Bell Subway,1:56.143,150cc,Shrooms
Super Bell Subway,1:56.288,150cc,Shrooms
Super Bell Subway,1:56.570,150cc,Shrooms
Big Blue,1:29.293,150cc,Shrooms
Big Blue,1:29.836,150cc,Shrooms
Big Blue,1:30.143,150cc,Shrooms
Big Blue,1:30.663,150cc,Shrooms
Big Blue,1:32.898,150cc,Shrooms
Big Blue,1:33.805,150cc,Shrooms
Big Blue,1:35.162,150cc,Shrooms
Big Blue,1:36.041,150cc,Shrooms
Big Blue,1:36.254,150cc,Shrooms
Big Blue,1:36.506,150cc,Shrooms
Big Blue,1:36.716,150cc,Shrooms
Big Blue,1:37.005,150cc,Shrooms
Tour Paris Promenade,1:58.420,150cc,Shrooms
Tour Paris Promenade,1:58.520,150cc,Shrooms
Tour Paris Promenade,1:58.743,150cc,Shrooms
Tour Paris Promenade,1:59.928,150cc,Shrooms
Tour Paris Promenade,2:00.209,150cc,Shrooms
Tour Paris Promenade,2:01.122,150cc,Shrooms
Tour Paris Promenade,2:01.522,150cc,Shrooms
Tour Paris Promenade,2:01.732,150cc,Shrooms
Tour Paris Promenade,2:06.666,150cc,Shrooms
Tour Paris Promenade,2:08.324,150cc,Shrooms
3DS Toad Circut,1:29.092,150cc,Shrooms
3DS Toad Circut,1:31.515,150cc,Shrooms
3DS Toad Circut,1:33.585,150cc,Shrooms
3DS Toad Circut,1:33.688,150cc,Shrooms
3DS Toad Circut,1:35.291,150cc,Shrooms
3DS Toad Circut,1:36.605,150cc,Shrooms
N64 Choco Mountain,1:57.319,150cc,Shrooms
N64 Choco Mountain,1:57.419,150cc,Shrooms
N64 Choco Mountain,1:58.205,150cc,Shrooms
N64 Choco Mountain,2:00.494,150cc,Shrooms
N64 Choco Mountain,2:01.389,150cc,Shrooms
N64 Choco Mountain,2:02.015,150cc,Shrooms
N64 Choco Mountain,2:02.294,150cc,Shrooms
N64 Choco Mountain,2:03.777,150cc,Shrooms
N64 Choco Mountain,2:05.589,150cc,Shrooms
N64 Choco Mountain,2:06.437,150cc,Shrooms
N64 Choco Mountain,2:08.302,150cc,Shrooms
Wii Coconut Mall,1:47.501,150cc,Shrooms
Wii Coconut Mall,1:47.601,150cc,Shrooms
Wii Coconut Mall,1:48.089,150cc,Shrooms
Wii Coconut Mall,1:49.161,150cc,Shrooms
Wii Coconut Mall,1:49.911,150cc,Shrooms
Wii Coconut Mall,1:53.570,150cc,Shrooms
Wii Coconut Mall,1:54.159,150cc,Shrooms
Wii Coconut Mall,1:54.437,150cc,Shrooms
Wii Coconut Mall,1:55.425,150cc,Shrooms
Wii Coconut Mall,1:55.525,150cc,Shrooms
Tour Tokyo Blur,1:29.743,150cc,Shrooms
Tour Tokyo Blur,1:29.907,150cc,Shrooms
Tour Tokyo Blur,1:31.046,150cc,Shrooms
Tour Tokyo Blur,1:31.530,150cc,Shrooms
Tour Tokyo Blur,1:31.741,150cc,Shrooms
Tour Tokyo Blur,1:35.096,150cc,Shrooms
Tour Tokyo Blur,1:35.649,150cc,Shrooms
Tour Tokyo Blur,1:35.991,150cc,Shrooms
Tour Tokyo Blur,1:37.516,150cc,Shrooms
Tour Tokyo Blur,1:39.358,150cc,Shrooms
Tour Tokyo Blur,1:40.717,150cc,Shrooms
Tour Tokyo Blur,1:40.885,150cc,Shrooms
Tour Tokyo Blur,1:41.723,150cc,Shrooms
Tour Tokyo Blur,1:43.014,150cc,Shrooms
DS Shroom Ridge,1:52.072,150cc,Shrooms
DS Shroom Ridge,1:52.537,150cc,Shrooms
DS Shroom Ridge,1:53.435,150cc,Shrooms
DS Shroom Ridge,1:54.003,150cc,Shrooms
DS Shroom Ridge,1:54.185,150cc,Shrooms
DS Shroom Ridge,1:54.873,150cc,Shrooms
DS Shroom Ridge,1:54.977,150cc,Shrooms
DS Shroom Ridge,1:55.123,150cc,Shrooms
